train_number,train_name,station_name,departure,source,destination,created_at
87449,ANAND VIHAR TRM BARMER Rajdhani,Satna ROAD,11:59:00,ANAND VIHAR TRM,BARMER,2024-06-25 21:11:54.003403
29064,CHITRAKUTDHAM KARWI BOTAD JN Express,JORHAT TOWN,15:15:00,CHITRAKUTDHAM KARWI,BOTAD JN,2024-09-06 21:11:54.003403
72839,CHITRAKUTDHAM KARWI BOTAD JN Mail,PHULERA JN,05:10:00,CHITRAKUTDHAM KARWI,BOTAD JN,2025-01-02 21:11:54.003403
39227,Thoothukudi JN S M V D KATRA Shatabdi,NADIKODE,13:26:00,Thoothukudi JN,S M V D KATRA,2024-05-13 21:11:54.003403
78132,Thoothukudi JN S M V D KATRA Superfast,Bhopal ROAD,01:37:00,Thoothukudi JN,S M V D KATRA,2024-08-30 21:11:54.003403
67837,Thoothukudi JN S M V D KATRA Intercity,SURATGARH JN,22:20:00,Thoothukudi JN,S M V D KATRA,2024-10-24 21:11:54.003403
24293,TAMBARAM Aurangabad TERMINUS Intercity,Avadi JN,23:20:00,TAMBARAM,Aurangabad TERMINUS,2024-07-15 21:11:54.003403
59082,TAMBARAM Aurangabad TERMINUS Shatabdi,Panipat CENTRAL,09:58:00,TAMBARAM,Aurangabad TERMINUS,2024-12-21 21:11:54.003403
81925,TAMBARAM Aurangabad TERMINUS Duronto,CHIRMIRI,23:53:00,TAMBARAM,Aurangabad TERMINUS,2024-05-11 21:11:54.003403
23955,Kottayam ROAD SIRPUR KAGAZNAGAR MMTS,DEVLALI,05:38:00,Kottayam ROAD,SIRPUR KAGAZNAGAR,2024-12-01 21:11:54.003403
14369,Kottayam ROAD SIRPUR KAGAZNAGAR Intercity,DINDIGUL JN,02:35:00,Kottayam ROAD,SIRPUR KAGAZNAGAR,2024-09-21 21:11:54.003403
30244,RAJULA CITY SABARMATI JN Superfast,Machilipatnam CITY,05:29:00,RAJULA CITY,SABARMATI JN,2024-11-02 21:11:54.003403
41699,RAJULA CITY SABARMATI JN Mail,KAKINADA PORT,19:19:00,RAJULA CITY,SABARMATI JN,2024-05-22 21:11:54.003403
61447,RAJULA CITY SABARMATI JN Duronto,NAGORE,14:45:00,RAJULA CITY,SABARMATI JN,2025-01-16 21:11:54.003403
33861,RAJULA CITY SABARMATI JN Mail,SITAPUR CANT,20:51:00,RAJULA CITY,SABARMATI JN,2024-05-09 21:11:54.003403
93808,RAJULA CITY SABARMATI JN Passenger,LOWER HAFLONG,04:17:00,RAJULA CITY,SABARMATI JN,2024-10-15 21:11:54.003403
49290,MURI YESVANTPUR JN Rajdhani,RANCHI,01:01:00,MURI,YESVANTPUR JN,2024-05-12 21:11:54.003403
53300,MURI YESVANTPUR JN MMTS,NEW FARAKKA JN,09:42:00,MURI,YESVANTPUR JN,2025-04-16 21:11:54.003403
85146,MURI YESVANTPUR JN Local,BARSOI JN,12:17:00,MURI,YESVANTPUR JN,2025-02-27 21:11:54.003403
32966,CUTTACK PRATAPNAGAR MMTS,HATHRAS KILA,14:00:00,CUTTACK,PRATAPNAGAR,2024-11-10 21:11:54.003403
71114,CUTTACK PRATAPNAGAR MMTS,LONDA JN,13:22:00,CUTTACK,PRATAPNAGAR,2025-03-30 21:11:54.003403
45626,Salem CENTRAL REWARI Rajdhani,HISAR,17:17:00,Salem CENTRAL,REWARI,2024-11-03 21:11:54.003403
40715,Salem CENTRAL REWARI Local,DHARWAR,05:53:00,Salem CENTRAL,REWARI,2024-09-22 21:11:54.003403
99021,Salem CENTRAL REWARI Express,AGRA FORT,07:57:00,Salem CENTRAL,REWARI,2025-03-12 21:11:54.003403
42900,Salem CENTRAL REWARI Shatabdi,Mau CITY,10:22:00,Salem CENTRAL,REWARI,2024-08-18 21:11:54.003403
61861,Salem CENTRAL REWARI Passenger,TANDUR,04:08:00,Salem CENTRAL,REWARI,2024-07-14 21:11:54.003403
60463,BODHAN Pali CENTRAL Express,DIAMOND HARBOUR,20:39:00,BODHAN,Pali CENTRAL,2025-02-25 21:11:54.003403
45190,BODHAN Pali CENTRAL Mail,AMBIKAPUR,02:10:00,BODHAN,Pali CENTRAL,2024-04-24 21:11:54.003403
31012,BODHAN Pali CENTRAL Mail,JHAJHA,09:28:00,BODHAN,Pali CENTRAL,2024-10-15 21:11:54.003403
69246,BODHAN Pali CENTRAL Superfast,VARANASI JN,12:06:00,BODHAN,Pali CENTRAL,2024-09-22 21:11:54.003403
49719,Bilaspur CITY PRAYAG MMTS,Bangalore CITY,03:56:00,Bilaspur CITY,PRAYAG,2025-03-18 21:11:54.003403
49100,Bilaspur CITY PRAYAG Intercity,Hajipur JN,08:16:00,Bilaspur CITY,PRAYAG,2024-11-22 21:11:54.003403
55571,Bilaspur CITY PRAYAG Intercity,GONDIA JN,14:59:00,Bilaspur CITY,PRAYAG,2024-09-07 21:11:54.003403
13334,Bilaspur CITY PRAYAG MMTS,PALGHAT TOWN,16:08:00,Bilaspur CITY,PRAYAG,2025-02-07 21:11:54.003403
45990,Bilaspur CITY PRAYAG Local,SAKRI JN,15:38:00,Bilaspur CITY,PRAYAG,2024-08-20 21:11:54.003403
47521,WARDHA JN SARDARSHAHR Superfast,Amritsar CENTRAL,00:10:00,WARDHA JN,SARDARSHAHR,2024-05-18 21:11:54.003403
25401,WARDHA JN SARDARSHAHR Intercity,SHRI GANGANAGAR,16:13:00,WARDHA JN,SARDARSHAHR,2024-07-16 21:11:54.003403
86438,WARDHA JN SARDARSHAHR Passenger,AMRAVATI,03:19:00,WARDHA JN,SARDARSHAHR,2024-10-16 21:11:54.003403
22962,WARDHA JN SARDARSHAHR Express,Saharsa TERMINUS,00:10:00,WARDHA JN,SARDARSHAHR,2025-03-06 21:11:54.003403
82426,WARDHA JN SARDARSHAHR Duronto,SINDRI TOWN,20:31:00,WARDHA JN,SARDARSHAHR,2024-12-15 21:11:54.003403
32883,PACHORA JN JABALPUR Local,DAHOD,11:13:00,PACHORA JN,JABALPUR,2024-06-18 21:11:54.003403
60597,PACHORA JN JABALPUR Superfast,DIAMOND HARBOUR,07:28:00,PACHORA JN,JABALPUR,2024-07-20 21:11:54.003403
16607,PACHORA JN JABALPUR Mail,BORIVALI,06:43:00,PACHORA JN,JABALPUR,2025-03-05 21:11:54.003403
62801,PACHORA JN JABALPUR Duronto,Surendranagar Dudhrej JN,06:27:00,PACHORA JN,JABALPUR,2025-03-19 21:11:54.003403
88530,PACHORA JN JABALPUR Express,SULTANPUR,04:30:00,PACHORA JN,JABALPUR,2024-07-17 21:11:54.003403
85861,KARJAT BHOPAL JN Rajdhani,PORBANDAR,16:40:00,KARJAT,BHOPAL JN,2024-12-26 21:11:54.004402
59702,KARJAT BHOPAL JN Shatabdi,RISHIKESH,20:27:00,KARJAT,BHOPAL JN,2024-04-24 21:11:54.004402
17669,KARJAT BHOPAL JN Local,KHANDWA,15:36:00,KARJAT,BHOPAL JN,2024-09-08 21:11:54.004402
93536,KARJAT BHOPAL JN Express,SINGRAULI,07:07:00,KARJAT,BHOPAL JN,2024-07-02 21:11:54.004402
78879,KARJAT BHOPAL JN Rajdhani,HASANABAD,15:59:00,KARJAT,BHOPAL JN,2024-12-10 21:11:54.004402
69728,Khammam ROAD Ahmednagar ROAD Superfast,JALANDHAR CITY,00:44:00,Khammam ROAD,Ahmednagar ROAD,2024-11-05 21:11:54.004402
26886,Khammam ROAD Ahmednagar ROAD MMTS,ARAKKONAM,22:27:00,Khammam ROAD,Ahmednagar ROAD,2024-08-17 21:11:54.004402
93217,Khammam ROAD Ahmednagar ROAD Shatabdi,DIMAPUR,06:14:00,Khammam ROAD,Ahmednagar ROAD,2025-04-10 21:11:54.004402
46471,Khammam ROAD Ahmednagar ROAD Duronto,THANJAVUR,14:17:00,Khammam ROAD,Ahmednagar ROAD,2024-09-11 21:11:54.004402
45863,Jorhat JN ALWAR Passenger,BOKARO STEEL CITY,13:42:00,Jorhat JN,ALWAR,2024-06-08 21:11:54.004402
51078,Jorhat JN ALWAR Passenger,Sikar CITY,01:56:00,Jorhat JN,ALWAR,2024-04-29 21:11:54.004402
32898,Tadipatri TERMINUS BARMER Mail,Jaunpur TERMINUS,13:55:00,Tadipatri TERMINUS,BARMER,2024-08-24 21:11:54.004402
19380,Tadipatri TERMINUS BARMER Local,MADHUPUR JN,05:39:00,Tadipatri TERMINUS,BARMER,2025-02-16 21:11:54.004402
10024,Tadipatri TERMINUS BARMER Local,KANYAKUMARI,16:33:00,Tadipatri TERMINUS,BARMER,2024-08-01 21:11:54.004402
92112,Tadipatri TERMINUS BARMER Express,CHAKRADHARPUR,02:48:00,Tadipatri TERMINUS,BARMER,2024-08-03 21:11:54.004402
16317,HISAR PRAYAG MMTS,FURKATING JN,01:39:00,HISAR,PRAYAG,2024-06-28 21:11:54.004402
11206,HISAR PRAYAG Rajdhani,CHIK BALLAPUR,14:30:00,HISAR,PRAYAG,2025-03-17 21:11:54.004402
53841,DALLI RAJHARA HUBLI JN Express,SINDRI TOWN,01:54:00,DALLI RAJHARA,HUBLI JN,2024-06-19 21:11:54.004402
49217,DALLI RAJHARA HUBLI JN MMTS,Nadiad ROAD,16:34:00,DALLI RAJHARA,HUBLI JN,2024-11-10 21:11:54.004402
98428,DALLI RAJHARA HUBLI JN Shatabdi,SHIKOHABAD JN,11:28:00,DALLI RAJHARA,HUBLI JN,2024-08-19 21:11:54.004402
84190,DALLI RAJHARA HUBLI JN Local,SABALGARH,02:36:00,DALLI RAJHARA,HUBLI JN,2025-03-11 21:11:54.004402
38417,DALLI RAJHARA HUBLI JN Rajdhani,CHITTAURGARH,16:50:00,DALLI RAJHARA,HUBLI JN,2025-03-10 21:11:54.004402
89050,DARJEELING BALAGHAT JUNCTION MMTS,MOKAMEH JN,19:55:00,DARJEELING,BALAGHAT JUNCTION,2024-12-12 21:11:54.004402
64645,DARJEELING BALAGHAT JUNCTION Passenger,SITAPUR CANT,17:43:00,DARJEELING,BALAGHAT JUNCTION,2024-12-26 21:11:54.004402
15735,AISHBAGH MUNABAO Intercity,PARTAPGARH JN,09:40:00,AISHBAGH,MUNABAO,2024-08-24 21:11:54.004402
53565,AISHBAGH MUNABAO Duronto,SHAKTI NAGAR,10:27:00,AISHBAGH,MUNABAO,2024-06-22 21:11:54.004402
45597,AISHBAGH MUNABAO Rajdhani,BATHUA BAZAR,09:21:00,AISHBAGH,MUNABAO,2024-12-19 21:11:54.004402
78143,MAU JN RAJAMUNDRY Shatabdi,Adoni TERMINUS,01:13:00,MAU JN,RAJAMUNDRY,2025-01-02 21:11:54.004402
33223,MAU JN RAJAMUNDRY Superfast,Chittoor JN,01:15:00,MAU JN,RAJAMUNDRY,2024-09-02 21:11:54.004402
99273,MAU JN RAJAMUNDRY Express,BARHARWA JN,11:19:00,MAU JN,RAJAMUNDRY,2024-08-05 21:11:54.004402
77103,MAU JN RAJAMUNDRY Express,BOKARO STEEL CITY,03:28:00,MAU JN,RAJAMUNDRY,2025-02-21 21:11:54.004402
11388,ACHALPUR GUWAHATI MMTS,JOGINDER NAGAR,20:16:00,ACHALPUR,GUWAHATI,2024-05-25 21:11:54.004402
49122,ACHALPUR GUWAHATI Passenger,BHARATPUR JN,01:25:00,ACHALPUR,GUWAHATI,2024-11-18 21:11:54.004402
32654,ACHALPUR GUWAHATI Mail,DUMKA,09:25:00,ACHALPUR,GUWAHATI,2024-05-18 21:11:54.004402
95811,Bidar CENTRAL Bally JN MMTS,BARMER,10:54:00,Bidar CENTRAL,Bally JN,2024-06-25 21:11:54.004402
79376,Bidar CENTRAL Bally JN Mail,NAJIBABAD JN,13:17:00,Bidar CENTRAL,Bally JN,2024-06-04 21:11:54.004402
26017,Bidar CENTRAL Bally JN Express,MERTA ROAD JN,15:52:00,Bidar CENTRAL,Bally JN,2024-12-30 21:11:54.004402
59950,Bidar CENTRAL Bally JN Rajdhani,HINDUPUR,10:18:00,Bidar CENTRAL,Bally JN,2025-03-18 21:11:54.004402
46343,Bidar CENTRAL Bally JN Mail,Sonipat CITY,22:07:00,Bidar CENTRAL,Bally JN,2024-06-04 21:11:54.004402
75924,KOLAGHAT GOODS ADRA JN Intercity,BILASPUR JN,15:19:00,KOLAGHAT GOODS,ADRA JN,2024-06-24 21:11:54.004402
32107,KOLAGHAT GOODS ADRA JN Rajdhani,GUNUPUR,15:43:00,KOLAGHAT GOODS,ADRA JN,2024-05-03 21:11:54.004402
35675,KOLAGHAT GOODS ADRA JN Superfast,Jaipur CITY,09:12:00,KOLAGHAT GOODS,ADRA JN,2024-07-02 21:11:54.004402
66133,CUTTACK FATEHABAD CHOWK JUNCTION Superfast,BARHAJ BAZAR,18:49:00,CUTTACK,FATEHABAD CHOWK JUNCTION,2024-09-08 21:11:54.004402
22139,CUTTACK FATEHABAD CHOWK JUNCTION Intercity,RAJULA CITY,14:20:00,CUTTACK,FATEHABAD CHOWK JUNCTION,2024-05-31 21:11:54.004402
28017,CUTTACK FATEHABAD CHOWK JUNCTION Intercity,GONDA JN,01:09:00,CUTTACK,FATEHABAD CHOWK JUNCTION,2024-11-21 21:11:54.004402
21548,LALGARH JN MALDA TOWN Passenger,Vijayanagaram CENTRAL,05:25:00,LALGARH JN,MALDA TOWN,2024-05-10 21:11:54.004402
52661,LALGARH JN MALDA TOWN Rajdhani,SABARMATI JN,07:42:00,LALGARH JN,MALDA TOWN,2024-06-18 21:11:54.004402
59994,LALGARH JN MALDA TOWN Local,KAMAREDDI,21:07:00,LALGARH JN,MALDA TOWN,2025-02-27 21:11:54.004402
20812,LALGARH JN MALDA TOWN Superfast,CHENGALPATTU,13:39:00,LALGARH JN,MALDA TOWN,2025-01-28 21:11:54.004402
55134,LALGARH JN MALDA TOWN Rajdhani,BALAGHAT JUNCTION,01:59:00,LALGARH JN,MALDA TOWN,2024-06-20 21:11:54.004402
12934,JAIJON DOABA ANDAL JN Duronto,BELLARY JN,09:03:00,JAIJON DOABA,ANDAL JN,2024-10-27 21:11:54.004402
13098,JAIJON DOABA ANDAL JN Superfast,JAIJON DOABA,02:44:00,JAIJON DOABA,ANDAL JN,2024-10-04 21:11:54.004402
26053,JAIJON DOABA ANDAL JN Superfast,MATHURA JN,09:55:00,JAIJON DOABA,ANDAL JN,2024-06-09 21:11:54.004402
86721,SHAMLI NEW ALIPURDAUR Mail,SURAT,13:00:00,SHAMLI,NEW ALIPURDAUR,2024-07-26 21:11:54.004402
57668,SHAMLI NEW ALIPURDAUR Superfast,Hyderabad CITY,11:54:00,SHAMLI,NEW ALIPURDAUR,2024-09-04 21:11:54.004402
66818,SHAMLI NEW ALIPURDAUR Local,KATIHAR JN,13:00:00,SHAMLI,NEW ALIPURDAUR,2024-09-19 21:11:54.004402
93000,SHAMLI NEW ALIPURDAUR Rajdhani,DIMAPUR,17:04:00,SHAMLI,NEW ALIPURDAUR,2024-06-24 21:11:54.004402
96218,SHAMLI NEW ALIPURDAUR Shatabdi,DEKARGAON,22:45:00,SHAMLI,NEW ALIPURDAUR,2024-06-16 21:11:54.004402
88753,AZAMGARH PIPAR ROAD JN Mail,Bhiwani CENTRAL,08:07:00,AZAMGARH,PIPAR ROAD JN,2024-09-03 21:11:54.004402
49222,AZAMGARH PIPAR ROAD JN Mail,MANDUADIH,19:13:00,AZAMGARH,PIPAR ROAD JN,2024-08-19 21:11:54.004402
18326,AZAMGARH PIPAR ROAD JN Shatabdi,BADNERA JN,08:42:00,AZAMGARH,PIPAR ROAD JN,2024-09-05 21:11:54.004402
80833,AZAMGARH PIPAR ROAD JN Shatabdi,TIRUPATTUR JN,06:34:00,AZAMGARH,PIPAR ROAD JN,2025-03-06 21:11:54.004402
65688,REWARI Kochi ROAD Duronto,HIMMATNAGAR,22:28:00,REWARI,Kochi ROAD,2024-09-02 21:11:54.004402
28878,REWARI Kochi ROAD Local,DHACA CANTT.,01:32:00,REWARI,Kochi ROAD,2024-12-01 21:11:54.004402
80004,REWARI Kochi ROAD Rajdhani,HATHRAS JN,06:22:00,REWARI,Kochi ROAD,2025-04-19 21:11:54.004402
37073,REWARI Kochi ROAD Shatabdi,Anantapur ROAD,19:24:00,REWARI,Kochi ROAD,2024-05-27 21:11:54.004402
93412,REWARI Kochi ROAD Mail,SULLURUPETA,00:05:00,REWARI,Kochi ROAD,2024-10-04 21:11:54.004402
93272,BANSPANI CHHAPRA Shatabdi,KHAGARIA JN,11:59:00,BANSPANI,CHHAPRA,2024-10-30 21:11:54.004402
56419,BANSPANI CHHAPRA Local,LALGARH JN,10:01:00,BANSPANI,CHHAPRA,2024-12-18 21:11:54.004402
26153,BARHARWA JN SENGOTTAI Mail,Srinagar CITY,09:21:00,BARHARWA JN,SENGOTTAI,2025-01-30 21:11:54.004402
45758,BARHARWA JN SENGOTTAI Intercity,RAXAUL JN,02:36:00,BARHARWA JN,SENGOTTAI,2024-05-10 21:11:54.004402
69241,BARHARWA JN SENGOTTAI Duronto,SHAHJAHANPUR,20:06:00,BARHARWA JN,SENGOTTAI,2025-04-09 21:11:54.004402
90287,MIYAGAM KARJAN JUNCTION NG BELGAUM Passenger,Chittoor CENTRAL,02:37:00,MIYAGAM KARJAN JUNCTION NG,BELGAUM,2025-01-18 21:11:54.004402
41108,MIYAGAM KARJAN JUNCTION NG BELGAUM Mail,GWALIOR JN,18:08:00,MIYAGAM KARJAN JUNCTION NG,BELGAUM,2024-05-26 21:11:54.004402
47051,MIYAGAM KARJAN JUNCTION NG BELGAUM Shatabdi,BORIVALI,12:20:00,MIYAGAM KARJAN JUNCTION NG,BELGAUM,2024-08-01 21:11:54.004402
90516,HYDERABAD DECCAN BERHAMPORE COURT Rajdhani,Burhanpur CITY,10:30:00,HYDERABAD DECCAN,BERHAMPORE COURT,2024-12-03 21:11:54.004402
52433,HYDERABAD DECCAN BERHAMPORE COURT Passenger,NARKATIAGANJ JN,10:24:00,HYDERABAD DECCAN,BERHAMPORE COURT,2025-01-17 21:11:54.004402
41349,HYDERABAD DECCAN BERHAMPORE COURT Rajdhani,METUR DAM,12:31:00,HYDERABAD DECCAN,BERHAMPORE COURT,2024-08-10 21:11:54.004402
89890,HYDERABAD DECCAN BERHAMPORE COURT Duronto,HOSUR,23:10:00,HYDERABAD DECCAN,BERHAMPORE COURT,2025-02-08 21:11:54.004402
39558,CHITTAURGARH Madurai CITY MMTS,Khandwa JN,15:08:00,CHITTAURGARH,Madurai CITY,2024-10-14 21:11:54.004402
66916,CHITTAURGARH Madurai CITY Shatabdi,ROHTAK JN,14:42:00,CHITTAURGARH,Madurai CITY,2024-12-09 21:11:54.004402
57529,CHITTAURGARH Madurai CITY Duronto,DILDARNAGAR JN,03:52:00,CHITTAURGARH,Madurai CITY,2025-03-12 21:11:54.004402
41334,Bhagalpur CENTRAL MAHUVA JN Mail,NAJIBABAD JN,14:49:00,Bhagalpur CENTRAL,MAHUVA JN,2024-10-13 21:11:54.004402
43381,Bhagalpur CENTRAL MAHUVA JN Passenger,TINSUKIA JUNCTION,13:46:00,Bhagalpur CENTRAL,MAHUVA JN,2024-04-25 21:11:54.004402
44507,Bhagalpur CENTRAL MAHUVA JN Passenger,DANKUNI,19:04:00,Bhagalpur CENTRAL,MAHUVA JN,2024-07-10 21:11:54.004402
61175,Bhagalpur CENTRAL MAHUVA JN Mail,GUWAHATI,00:51:00,Bhagalpur CENTRAL,MAHUVA JN,2024-06-13 21:11:54.004402
73516,Bhagalpur CENTRAL MAHUVA JN Shatabdi,C SHAHU M RAJ KOLHAPUR TERM,19:41:00,Bhagalpur CENTRAL,MAHUVA JN,2025-01-02 21:11:54.004402
10713,BAPUDHAM MOTIHARI BALLIA Mail,LUCKNOW,23:23:00,BAPUDHAM MOTIHARI,BALLIA,2025-02-05 21:11:54.004402
27757,BAPUDHAM MOTIHARI BALLIA MMTS,SHEOPUR KALAN,06:43:00,BAPUDHAM MOTIHARI,BALLIA,2025-01-14 21:11:54.004402
71888,BAPUDHAM MOTIHARI BALLIA Intercity,NAGERCOIL JN,11:03:00,BAPUDHAM MOTIHARI,BALLIA,2024-10-29 21:11:54.004402
21774,BAPUDHAM MOTIHARI BALLIA Shatabdi,Hapur TERMINUS,18:01:00,BAPUDHAM MOTIHARI,BALLIA,2024-12-05 21:11:54.004402
97143,GAYA JN Dibrugarh ROAD Intercity,Shivpuri CITY,16:43:00,GAYA JN,Dibrugarh ROAD,2024-08-21 21:11:54.004402
78498,GAYA JN Dibrugarh ROAD Local,SABALGARH,17:10:00,GAYA JN,Dibrugarh ROAD,2025-02-23 21:11:54.004402
15434,GAYA JN Dibrugarh ROAD Passenger,DAURAM MADHEPURA,22:28:00,GAYA JN,Dibrugarh ROAD,2025-03-02 21:11:54.004402
76704,GAYA JN Dibrugarh ROAD Mail,TATANAGAR JN,15:13:00,GAYA JN,Dibrugarh ROAD,2025-03-27 21:11:54.004402
76564,SHAKTI NAGAR VISHAKAPATNAM Rajdhani,PATHANKOT,13:53:00,SHAKTI NAGAR,VISHAKAPATNAM,2025-03-13 21:11:54.004402
23928,SHAKTI NAGAR VISHAKAPATNAM Superfast,FAKIRAGRAM JN,04:55:00,SHAKTI NAGAR,VISHAKAPATNAM,2025-04-08 21:11:54.004402
53425,SHAKTI NAGAR VISHAKAPATNAM Rajdhani,SAUGOR,13:55:00,SHAKTI NAGAR,VISHAKAPATNAM,2024-07-09 21:11:54.004402
55737,KABAKAPUTTUR Bihar Sharif CITY MMTS,YAMUNA BRIDGE AGRA,00:23:00,KABAKAPUTTUR,Bihar Sharif CITY,2025-03-22 21:11:54.004402
50751,KABAKAPUTTUR Bihar Sharif CITY Duronto,KOSAMBA JN,22:36:00,KABAKAPUTTUR,Bihar Sharif CITY,2024-05-04 21:11:54.004402
31092,BOLARUM CUTTACK Rajdhani,DHURI JN,00:26:00,BOLARUM,CUTTACK,2024-06-05 21:11:54.004402
62273,BOLARUM CUTTACK Passenger,NANDALUR,14:41:00,BOLARUM,CUTTACK,2024-08-07 21:11:54.004402
88302,BOLARUM CUTTACK Superfast,CHITRADURG,13:09:00,BOLARUM,CUTTACK,2024-10-16 21:11:54.004402
16780,BARDDHAMAN JN NIDADAVOLU JN Passenger,BOTAD JN,22:16:00,BARDDHAMAN JN,NIDADAVOLU JN,2024-11-15 21:11:54.004402
13512,BARDDHAMAN JN NIDADAVOLU JN Duronto,SHAHGANJ JN,16:01:00,BARDDHAMAN JN,NIDADAVOLU JN,2025-02-18 21:11:54.004402
46333,BARDDHAMAN JN NIDADAVOLU JN Duronto,YAMUNA BRIDGE AGRA,01:40:00,BARDDHAMAN JN,NIDADAVOLU JN,2024-04-23 21:11:54.004402
90543,BARDDHAMAN JN NIDADAVOLU JN Superfast,BHANVAD,23:58:00,BARDDHAMAN JN,NIDADAVOLU JN,2025-03-22 21:11:54.004402
26817,SILCHAR KAMAKHYA Duronto,FURKATING JN,11:52:00,SILCHAR,KAMAKHYA,2024-08-15 21:11:54.004402
27135,SILCHAR KAMAKHYA Local,BALGONA,18:26:00,SILCHAR,KAMAKHYA,2024-10-21 21:11:54.004402
39272,MIRZAPALI MANGALORE CNTL MMTS,NAGBHIR JUNCTION,19:31:00,MIRZAPALI,MANGALORE CNTL,2024-09-02 21:11:54.004402
67991,MIRZAPALI MANGALORE CNTL Mail,MARIANI JN,16:09:00,MIRZAPALI,MANGALORE CNTL,2025-04-11 21:11:54.004402
90302,KAKINADA PORT DHARMANAGAR Rajdhani,OLD DELHI,21:19:00,KAKINADA PORT,DHARMANAGAR,2024-08-05 21:11:54.004402
60964,KAKINADA PORT DHARMANAGAR Superfast,SARDARSHAHR,14:39:00,KAKINADA PORT,DHARMANAGAR,2025-03-16 21:11:54.004402
47558,KAKINADA PORT DHARMANAGAR Duronto,SULTANPUR,09:11:00,KAKINADA PORT,DHARMANAGAR,2024-05-07 21:11:54.004402
74812,KAKINADA PORT DHARMANAGAR Mail,CHOPAN,07:27:00,KAKINADA PORT,DHARMANAGAR,2024-11-27 21:11:54.004402
57591,KAKINADA PORT DHARMANAGAR Duronto,SHAKURBASTI,11:58:00,KAKINADA PORT,DHARMANAGAR,2024-05-16 21:11:54.004402
48717,BILASPUR JN AURANGABAD Express,THAWE JUNCTION,18:25:00,BILASPUR JN,AURANGABAD,2024-08-24 21:11:54.004402
17866,BILASPUR JN AURANGABAD Duronto,Nangloi Jat CENTRAL,15:56:00,BILASPUR JN,AURANGABAD,2024-06-15 21:11:54.004402
68039,BILASPUR JN AURANGABAD Express,BOKARO STEEL CITY,01:56:00,BILASPUR JN,AURANGABAD,2025-03-01 21:11:54.004402
19142,BILASPUR JN AURANGABAD Intercity,MAILANI,08:32:00,BILASPUR JN,AURANGABAD,2025-01-10 21:11:54.004402
70963,RAICHUR MAHBUBNAGAR Passenger,TARAKESWAR,11:37:00,RAICHUR,MAHBUBNAGAR,2024-05-01 21:11:54.004402
11210,RAICHUR MAHBUBNAGAR Intercity,MUMBAI DADAR CENTRAL,13:38:00,RAICHUR,MAHBUBNAGAR,2024-10-24 21:11:54.004402
68247,RAICHUR MAHBUBNAGAR Superfast,VELANKANNI,12:20:00,RAICHUR,MAHBUBNAGAR,2025-03-06 21:11:54.004402
27860,RAICHUR MAHBUBNAGAR Intercity,Thane CENTRAL,19:57:00,RAICHUR,MAHBUBNAGAR,2024-10-26 21:11:54.004402
95990,ROZA JN RATHOPUR Intercity,Pallavaram JN,11:25:00,ROZA JN,RATHOPUR,2025-03-30 21:11:54.004402
81056,ROZA JN RATHOPUR Local,BHARATPUR JN,08:05:00,ROZA JN,RATHOPUR,2024-06-07 21:11:54.004402
67888,KOLAGHAT GOODS DEHRADUN MMTS,FAIZABAD JN,10:19:00,KOLAGHAT GOODS,DEHRADUN,2025-03-15 21:11:54.004402
76283,KOLAGHAT GOODS DEHRADUN Express,LUCKNOW JN,05:05:00,KOLAGHAT GOODS,DEHRADUN,2024-12-12 21:11:54.004402
63229,KOLAGHAT GOODS DEHRADUN Rajdhani,TIRUPATTUR JN,01:29:00,KOLAGHAT GOODS,DEHRADUN,2024-07-13 21:11:54.004402
37217,KOLAGHAT GOODS DEHRADUN Express,Ozhukarai CITY,02:31:00,KOLAGHAT GOODS,DEHRADUN,2025-03-13 21:11:54.004402
40561,KOLAGHAT GOODS DEHRADUN Superfast,NANDALUR,00:22:00,KOLAGHAT GOODS,DEHRADUN,2025-03-15 21:11:54.004402
46980,KASGANJ Hospet TERMINUS Express,Katihar CITY,02:42:00,KASGANJ,Hospet TERMINUS,2024-12-14 21:11:54.004402
48885,KASGANJ Hospet TERMINUS Local,SIRPUR TOWN,05:02:00,KASGANJ,Hospet TERMINUS,2024-06-28 21:11:54.004402
99880,KASGANJ Hospet TERMINUS Superfast,DELHI SARAI ROHILLA,02:45:00,KASGANJ,Hospet TERMINUS,2024-12-19 21:11:54.004402
33403,KASGANJ Hospet TERMINUS MMTS,DHOLA JN,22:22:00,KASGANJ,Hospet TERMINUS,2025-03-06 21:11:54.004402
38890,KASGANJ Hospet TERMINUS MMTS,NAMKHANA,11:00:00,KASGANJ,Hospet TERMINUS,2024-05-08 21:11:54.004402
92456,SENGOTTAI PARTAPGARH JN Passenger,MATHURA JN,13:41:00,SENGOTTAI,PARTAPGARH JN,2024-07-28 21:11:54.004402
80005,JAMBUSAR JUNCTION PATNA JN Rajdhani,SURATGARH JN,05:02:00,JAMBUSAR JUNCTION,PATNA JN,2024-12-22 21:11:54.004402
33104,JAIPUR KORBA Passenger,CUDDALORE PORT,13:52:00,JAIPUR,KORBA,2024-06-19 21:11:54.004402
63487,ALLAHABAD CITY SILIGURI JN Rajdhani,SAMBALPUR,04:30:00,ALLAHABAD CITY,SILIGURI JN,2025-04-15 21:11:54.004402
